Id,InvoiceNo,ItemId,ReqQty,Qty,AmtInPer,Rate,MId,Unit
4514,0412,3136,2.0,45.0,100.0,62350.0,1647,1
4515,0413,3137,4.0,44.0,100.0,26534.0,1648,1
4516,0414,3135,2.0,55.0,100.0,62350.0,1649,1
4517,0414,3136,2.0,45.0,100.0,62350.0,1649,1
4518,0415,3137,4.0,44.0,100.0,26534.0,1650,1
4519,0416,3135,2.0,55.0,100.0,62350.0,1651,1
4520,0416,3136,2.0,45.0,100.0,62350.0,1651,1
4521,0417,3140,4.0,32.0,100.0,40200.0,1652,1
4522,0418,3135,2.0,55.0,100.0,62350.0,1653,1
4523,0418,3136,2.0,45.0,100.0,62350.0,1653,1
4524,0419,3137,4.0,44.0,100.0,26534.0,1654,1
4525,0420,3135,2.0,55.0,100.0,62350.0,1655,1
4526,0420,3136,2.0,45.0,100.0,62350.0,1655,1
4527,0421,3137,2.0,44.0,100.0,26534.0,1656,1
4528,0422,3139,2.0,49.0,100.0,40200.0,1657,1
4529,0423,3135,2.0,55.0,100.0,62350.0,1658,1
4530,0423,3136,2.0,45.0,100.0,62350.0,1658,1
4533,0424,3139,4.0,49.0,100.0,40200.0,1661,1
4534,0425,3135,2.0,55.0,100.0,62350.0,1662,1
4535,0425,3136,2.0,45.0,100.0,62350.0,1662,1
4536,0426,3137,2.0,44.0,100.0,26534.0,1663,1
4537,0427,3135,2.0,55.0,100.0,62350.0,1664,1
4538,0427,3136,2.0,45.0,100.0,62350.0,1664,1
4539,0428,3139,2.0,49.0,100.0,40200.0,1665,1
4540,0429,3140,2.0,32.0,100.0,40200.0,1666,1
4541,0430,3136,4.0,45.0,100.0,62350.0,1667,1
4542,0431,3140,2.0,32.0,100.0,40200.0,1668,1
4543,0432,3137,2.0,44.0,100.0,26534.0,1669,1
4544,0433,3135,2.0,55.0,100.0,62350.0,1670,1
4545,0433,3136,2.0,45.0,100.0,62350.0,1670,1
4546,0434,3137,4.0,44.0,100.0,26534.0,1671,1
4547,0435,3135,2.0,55.0,100.0,62350.0,1672,1
4548,0435,3136,2.0,45.0,100.0,62350.0,1672,1
4549,0436,3140,4.0,32.0,100.0,40200.0,1673,1
4550,0437,3135,8.0,55.0,100.0,62350.0,1674,1
4553,0438,3135,8.0,55.0,100.0,62350.0,1676,1
4554,0438,3136,3.0,45.0,100.0,62350.0,1676,1
4555,0439,3135,1.0,55.0,100.0,62350.0,1677,1
