id,ItemCode,N
29259,6512 007 20 0 0 050 0 0,H040-020-050
29260,6512 007 22 0 0 050 0 0,H040-002-050
29261,6512 009 05 0 0 025 0 0,H041-005-025
29262,6512 009 06 0 0 020 0 0,H041-006-020
29263,6512 009 08 0 0 040 0 0,H041-008-040
29264,6512 010 08 0 0 040 0 0,H039-308-040
29265,6513 001 02 0 0 005 0 0,H042-003-000
29266,6513 001 03 0 0 008 0 0,H042-003-000
29267,6513 001 04 0 0 010 0 0,H042-005-000
29268,6513 001 05 0 0 016 0 0,H042-003-004
29269,6513 001 06 0 0 016 0 0,H042-008-000
29270,6513 001 07 0 0 020 0 0,H042-010-000
29271,6513 001 08 0 0 025 0 0,H042-012-000
29272,6513 001 09 0 0 030 0 0,H042-012-000
29273,6513 001 10 0 0 031 0 0,H042-016-000
29274,6513 001 11 0 0 031 0 0,H042-020-000
29275,6513 001 12 0 0 004 0 0,H042-024-000
29276,6513 001 13 0 0 004 0 0,H042-030-000
29277,6513 001 14 0 0 005 0 0,H042-036-000
29278,6513 001 15 0 0 003 0 0,H042-008-001
29279,6513 001 16 0 0 003 0 0,H042-008-002
29280,6513 001 17 0 0 030 0 0,H042-018-000
29281,6513 001 18 0 0 031 0 0,H042-014-000
29282,6513 002 10 0 0 003 0 0,H043-016-000
29283,6514 001 01 0 0 009 0 0,H044-002-000
29284,6514 001 02 0 0 010 0 0,H044-003-000
29285,6514 001 03 0 0 012 0 0,H044-004-000
29286,6514 001 03 4 0 012 0 0,H045-004-000
29287,6514 001 03 5 0 012 0 0,H045-005-000
29288,6514 001 03 6 0 012 0 0,H045-006-000
29289,6514 001 03 8 0 001 2 0,H045-008-000
29290,6514 001 03 8 0 001 2 1,H045-108-000
29291,6514 001 04 0 0 016 0 0,H044-005-000
29292,6514 001 05 0 0 016 0 0,H044-006-000
29293,6514 001 06 0 0 020 0 0,H044-008-000
29294,6514 001 06 0 0 020 1 0,H044-208-000
29295,6514 001 07 0 0 025 0 0,H044-010-000
29296,6514 001 08 0 0 025 0 0,H044-012-000
29297,6514 001 08 0 0 025 1 0,H044-212-000
29298,6514 001 09 0 0 035 0 0,H044-016-000
29299,6514 001 10 0 0 045 0 0,H044-020-000
29300,6514 001 11 0 0 005 0 0,H044-024-002
29301,6514 001 12 0 0 006 0 0,H044-030-000
29302,6514 001 13 0 0 007 0 0,H044-036-000
29303,6514 001 14 0 0 014 0 0,H044-014-005
29304,6514 001 15 0 0 004 0 0,H044-027-001
29305,6514 001 15 0 0 028 0 0,H044-027-002
29306,6514 002 00 0 0 005 0 0,H044-105-000
29307,6514 002 00 0 0 006 0 0,H044-106-000
29308,6514 002 00 0 0 008 0 0,H044-108-000
29309,6514 002 00 0 0 010 0 0,H044-110-010
29310,6514 002 00 0 0 012 0 0,H044-112-012
29311,6514 002 00 0 0 016 0 0,H044-116-016
29312,6514 002 00 0 0 020 0 0,H044-120-020
29313,6516 001 08 0 0 050 0 0,H045-008-050
29314,6516 001 08 0 0 075 0 0,H045-008-075
29315,6516 001 08 0 0 100 0 0,H045-008-100
29316,6516 001 10 0 0 050 0 0,H045-010-050
29317,6516 001 10 0 0 075 0 0,H045-010-075
29318,6516 001 10 0 0 100 0 0,H045-010-100
29319,6516 001 10 0 0 150 0 0,H045-010-150
29320,6516 001 12 0 0 050 0 0,H045-012-050
29321,6516 001 12 0 0 075 0 0,H045-012-075
29322,6516 001 12 0 0 100 0 0,H045-012-100
29323,6516 001 12 0 0 125 0 0,H045-012-125
29324,6516 001 12 0 0 150 0 0,H045-012-150
29325,6516 001 16 0 0 100 0 0,H045-016-100
29326,6516 001 16 0 0 125 0 0,H045-016-125
29327,6516 001 16 0 0 150 0 0,H045-016-150
29328,6516 001 18 0 0 100 0 0,H045-018-100
29329,6516 001 20 0 0 100 0 0,H045-020-100
29330,6516 001 20 0 0 150 0 0,H045-020-150
29331,6516 001 20 0 0 200 0 0,H045-020-200
29332,6516 001 20 0 0 250 0 0,H045-020-250
29333,6516 001 22 0 0 100 0 0,H045-022-100
29334,6516 001 24 0 0 100 0 0,H045-024-100
29335,6516 001 30 0 0 500 0 0,H045-008-072
29336,6516 002 12 0 0 160 1 0,H045-112-160
29337,6516 002 14 0 0 175 1 0,H045-114-175
29338,6516 002 16 0 0 190 1 0,H045-116-190
29339,6516 002 20 0 0 200 1 0,H045-120-200
29340,6516 002 24 0 0 100 1 0,H045-124-100
29341,6516 002 24 0 0 300 1 0,H045-124-300
29342,6516 003 16 0 0 165 1 0,HO45-116-165
29343,6516 003 20 0 0 260 1 0,H045-120-260
29344,6516 004 00 0 0 016 1 0,H045-316-000
29345,6516 004 00 0 0 020 1 0,H045-420-000
29346,6516 005 00 0 0 016 1 0,H045-116-000
29347,6516 005 20 0 0 260 1 0,H045-020-260
29348,6520 008 00 0 0 025 0 0,H046-008-025
29349,6520 008 00 0 0 032 0 0,H046-008-032
29350,6520 008 00 0 0 040 0 0,H046-008-040
29351,6520 008 00 0 0 050 0 0,H046-008-050
29352,6520 008 00 0 0 065 0 0,H046-008-065
29353,6520 008 00 0 0 080 0 0,H046-008-080
29354,6520 008 00 0 0 100 0 0,H046-008-100
29355,6520 008 00 0 0 125 0 0,H046-008-125
29356,6520 008 00 0 0 160 0 0,H046-008-160
29357,6520 008 00 0 0 200 0 0,H046-008-200
29358,6520 008 00 0 0 260 0 0,H046-008-260
29359,6520 008 00 0 0 320 0 0,H046-008-320
29360,6520 008 00 0 0 400 0 0,H046-008-400
29361,6520 008 00 0 0 500 0 0,H046-008-500
29362,6515 001 00 0 0 010 0 0,H047-012-010
29363,6515 001 00 0 0 011 0 0,H047-012-011
29364,6515 001 00 0 0 012 0 0,H047-012-012
29365,6515 001 00 0 0 013 0 0,H047-012-013
29366,6515 001 00 0 0 014 0 0,H047-012-014
29367,6515 001 00 0 0 015 0 0,H047-012-015
29368,6515 001 00 0 0 016 0 0,H047-012-016
29369,6515 001 00 0 0 017 0 0,H047-012-017
29370,6515 001 00 0 0 018 0 0,H047-012-018
29371,6515 001 00 0 0 019 0 0,H047-012-019
29372,6515 001 00 0 0 020 0 0,H047-012-020
29373,6515 001 00 0 0 021 0 0,H047-012-021
29374,6515 001 00 0 0 022 0 0,H047-012-022
29375,6515 001 00 0 0 024 0 0,H047-012-024
29376,6515 001 00 0 0 025 0 0,H047-012-025
29377,6515 001 00 0 0 026 0 0,H047-012-026
29378,6515 001 00 0 0 028 0 0,H047-012-028
29379,6515 001 00 0 0 029 0 0,H047-012-029
29380,6515 001 00 0 0 030 0 0,H047-012-030
29381,6515 001 00 0 0 032 0 0,H047-012-032
29382,6515 001 00 0 0 034 0 0,H047-012-034
29383,6515 001 00 0 0 035 0 0,H047-012-035
29384,6515 001 00 0 0 036 0 0,H047-012-036
29385,6515 001 00 0 0 037 0 0,H047-012-037
29386,6515 001 00 0 0 038 0 0,H047-012-038
29387,6515 001 00 0 0 040 0 0,H047-012-040
29388,6515 001 00 0 0 042 0 0,H047-012-042
29389,6515 001 00 0 0 045 0 0,H047-012-045
29390,6515 001 00 0 0 047 0 0,H047-012-047
29391,6515 001 00 0 0 048 0 0,H047-012-048
29392,6515 001 00 0 0 050 0 0,H047-012-050
29393,6515 001 00 0 0 052 0 0,H047-012-052
29394,6515 001 00 0 0 055 0 0,H047-012-055
29395,6515 001 00 0 0 056 0 0,H047-012-056
29396,6515 001 00 0 0 058 0 0,H047-012-058
29397,6515 001 00 0 0 060 0 0,H047-012-060
29398,6515 001 00 0 0 062 0 0,H047-012-062
29399,6515 001 00 0 0 063 0 0,H047-012-063
29400,6515 001 00 0 0 065 0 0,H047-012-065
29401,6515 001 00 0 0 068 0 0,H047-012-068
29402,6515 001 00 0 0 070 0 0,H047-012-070
29403,6515 001 00 0 0 072 0 0,H047-012-072
29404,6515 001 00 0 0 075 0 0,H047-012-075
29405,6515 001 00 0 0 078 0 0,H047-012-078
29406,6515 001 00 0 0 080 0 0,H047-012-080
29407,6515 001 00 0 0 082 0 0,H047-012-082
29408,6515 001 00 0 0 085 0 0,H047-012-085
29409,6515 001 00 0 0 088 0 0,H047-012-088
29410,6515 001 00 0 0 090 0 0,H047-012-090
29411,6515 001 00 0 0 095 0 0,H047-012-095
29412,6515 001 00 0 0 100 0 0,H047-012-100
29413,6515 001 00 0 0 105 0 0,H047-012-105
29414,6515 001 00 0 0 110 0 0,H047-012-110
29415,6515 001 00 0 0 115 0 0,H047-012-115
29416,6515 001 00 0 0 120 0 0,H047-012-120
29417,6515 001 00 0 0 125 0 0,H047-012-125
29418,6515 001 00 0 0 130 0 0,H047-012-130
29419,6515 001 00 0 0 135 0 0,H047-012-135
29420,6515 001 00 0 0 140 0 0,H047-012-140
29421,6515 001 00 0 0 145 0 0,H047-012-145
29422,6515 001 00 0 0 150 0 0,H047-012-150
29423,6515 001 00 0 0 155 0 0,H047-012-155
29424,6515 001 00 0 0 160 0 0,H047-012-160
29425,6515 001 00 0 0 165 0 0,H047-012-165
29426,6515 001 00 0 0 170 0 0,H047-012-170
29427,6515 001 00 0 0 175 0 0,H047-012-175
29428,6515 001 00 0 0 180 0 0,H047-012-180
29429,6515 001 00 0 0 185 0 0,H047-012-185
29430,6515 001 00 0 0 190 0 0,H047-012-190
29431,6515 002 00 0 0 008 0 0,H047-021-008
29432,6515 002 00 0 0 010 0 0,H047-021-010
29433,6515 002 00 0 0 011 0 0,H047-021-011
29434,6515 002 00 0 0 012 0 0,H047-021-012
29435,6515 002 00 0 0 013 0 0,H047-021-013
29436,6515 002 00 0 0 014 0 0,H047-021-014
29437,6515 002 00 0 0 015 0 0,H047-021-015
29438,6515 002 00 0 0 016 0 0,H047-021-016
29439,6515 002 00 0 0 017 0 0,H047-021-017
29440,6515 002 00 0 0 018 0 0,H047-021-018
29441,6515 002 00 0 0 019 0 0,H047-021-019
29442,6515 002 00 0 0 020 0 0,H047-021-020
29443,6515 002 00 0 0 021 0 0,H047-021-021
29444,6515 002 00 0 0 022 0 0,H047-021-022
29445,6515 002 00 0 0 024 0 0,H047-021-024
29446,6515 002 00 0 0 025 0 0,H047-021-025
29447,6515 002 00 0 0 026 0 0,H047-021-026
29448,6515 002 00 0 0 028 0 0,H047-021-028
29449,6515 002 00 0 0 029 0 0,H047-021-029
29450,6515 002 00 0 0 030 0 0,H047-021-030
29451,6515 002 00 0 0 032 0 0,H047-021-032
29452,6515 002 00 0 0 034 0 0,H047-021-034
29453,6515 002 00 0 0 035 0 0,H047-021-035
29454,6515 002 00 0 0 036 0 0,H047-021-036
29455,6515 002 00 0 0 037 0 0,H047-021-037
29456,6515 002 00 0 0 038 0 0,H047-021-038
29457,6515 002 00 0 0 040 0 0,H047-021-040
29458,6515 002 00 0 0 042 0 0,H047-021-042
29459,6515 002 00 0 0 045 0 0,H047-021-042
29460,6515 002 00 0 0 047 0 0,H047-021-047
29461,6515 002 00 0 0 048 0 0,H047-021-048
29462,6515 002 00 0 0 050 0 0,H047-021-050
29463,6515 002 00 0 0 052 0 0,H047-021-052
29464,6515 002 00 0 0 055 0 0,H047-021-055
29465,6515 002 00 0 0 056 0 0,H047-021-056
29466,6515 002 00 0 0 058 0 0,H047-021-058
29467,6515 002 00 0 0 060 0 0,H047-021-060
29468,6515 002 00 0 0 062 0 0,H047-021-062
29469,6515 002 00 0 0 063 0 0,H047-021-063
29470,6515 002 00 0 0 065 0 0,H047-021-065
29471,6515 002 00 0 0 068 0 0,H047-021-068
29472,6515 002 00 0 0 070 0 0,H047-021-070
29473,6515 002 00 0 0 072 0 0,H047-021-072
29474,6515 002 00 0 0 075 0 0,H047-021-075
29475,6515 002 00 0 0 078 0 0,H047-021-078
29476,6515 002 00 0 0 080 0 0,H047-021-080
29477,6515 002 00 0 0 082 0 0,H047-021-082
29478,6515 002 00 0 0 085 0 0,H047-021-085
29479,6515 002 00 0 0 088 0 0,H047-021-088
29480,6515 002 00 0 0 090 0 0,H047-021-090
29481,6515 002 00 0 0 095 0 0,H047-021-095
29482,6515 002 00 0 0 100 0 0,H047-021-100
29483,6515 002 00 0 0 105 0 0,H047-021-105
29484,6515 002 00 0 0 110 0 0,H047-021-110
29485,6515 002 00 0 0 115 0 0,H047-021-115
29486,6515 002 00 0 0 120 0 0,H047-021-120
29487,6515 002 00 0 0 125 0 0,H047-021-125
29488,6515 002 00 0 0 130 0 0,H047-021-130
29489,6515 002 00 0 0 135 0 0,H047-021-135
29490,6515 002 00 0 0 140 0 0,H047-021-140
29491,6515 002 00 0 0 145 0 0,H047-021-145
29492,6515 002 00 0 0 150 0 0,H047-021-150
29493,6515 002 00 0 0 155 0 0,H047-021-155
29494,6515 002 00 0 0 160 0 0,H047-021-160
29495,6515 002 00 0 0 165 0 0,H047-021-165
29496,6515 002 00 0 0 170 0 0,H047-021-170
29497,6515 002 00 0 0 175 0 0,H047-021-175
29498,6515 002 00 0 0 180 0 0,H047-021-180
29499,6515 002 00 0 0 185 0 0,H047-021-185
29500,6515 003 00 0 0 001 0 0,H047-023-001
29501,6515 003 00 0 0 002 0 0,H047-023-003
29502,6515 003 00 0 0 003 0 0,H047-023-005
29503,6515 003 00 0 0 004 0 0,H047-023-006
29504,6515 003 00 0 0 005 0 0,H047-023-007
29505,6515 003 00 0 0 006 0 0,H047-023-008
29506,6515 003 00 0 0 007 0 0,H047-023-009
29507,6515 003 00 0 0 008 0 0,H047-023-010
29508,6515 003 00 0 0 009 0 0,H047-023-011
29509,6515 003 00 0 0 010 0 0,H047-023-012
29510,6515 003 00 0 0 011 0 0,H047-023-013
29511,6515 003 00 0 0 013 0 0,H047-023-014
29512,6515 003 00 0 0 014 0 0,H047-023-002
29513,6515 003 00 0 0 016 0 0,H047-023-016
29514,6515 003 00 0 0 020 0 0,H047-023-020
29515,6515 003 00 0 0 025 0 0,H047-023-004
29516,6483 001 00 0 0 000 0 0,H060-000-075
29517,6483 001 00 0 0 001 0 0,H060-001-100
29518,6483 001 00 0 0 002 0 0,H060-002-100
29519,6483 001 00 0 0 003 0 0,H060-003-100
29520,6483 001 00 0 0 004 0 0,H060-004-100
29521,6483 001 00 0 0 005 0 0,H060-005-150
29522,6483 001 00 0 0 006 0 0,H060-006-150
29523,6483 001 00 0 0 007 0 0,H060-007-150
29524,6483 001 00 0 0 008 0 0,H060-008-150
29525,6483 001 00 0 0 009 0 0,H060-009-150
29526,6483 001 00 0 0 010 0 0,H060-010-150
29527,6483 001 00 0 0 011 0 0,H060-011-200
29528,6483 001 00 0 0 012 0 0,H060-012-200
29529,6483 001 00 0 0 013 0 0,H060-013-200
29530,6483 001 00 0 0 014 0 0,H060-014-200
29531,6483 001 00 0 0 015 0 0,H060-015-200
29532,6483 001 00 0 0 016 0 0,H060-016-200
29533,6483 001 00 0 0 017 0 0,H060-017-200
29534,6483 001 00 0 0 018 0 0,H060-018-200
29535,6483 001 00 0 0 019 0 0,H060-019-200
29536,6483 001 00 0 0 020 0 0,H060-020-200
29537,6483 001 00 0 0 021 0 0,H060-021-200
29538,6483 001 00 0 0 022 0 0,H060-022-200
29539,6483 001 00 0 0 023 0 0,H060-023-200
29540,6483 001 00 0 0 024 0 0,H060-024-200
29541,6483 001 00 0 0 025 0 0,H060-025-200
29542,6483 001 00 0 0 026 0 0,H060-026-200
29543,6483 001 00 0 0 027 0 0,H060-027-200
29544,6483 001 00 0 0 028 0 0,H060-028-200
29545,6483 001 00 0 0 029 0 0,H060-029-200
29546,6483 001 00 0 0 030 0 0,H060-030-200
29547,6483 001 00 0 0 031 0 0,H060-031-300
29548,6483 001 00 0 0 032 0 0,H060-032-300
29549,6483 001 00 0 0 033 0 0,H060-033-300
29550,6483 001 00 0 0 034 0 0,H060-034-300
29551,6483 001 00 0 0 036 0 0,H060-036-300
29552,6483 001 00 0 0 038 0 0,H060-038-300
29553,6483 001 00 0 0 040 0 0,H060-040-300
29554,6483 001 00 0 0 044 0 0,H060-044-400
29555,6483 001 00 0 0 048 0 0,H060-048-400
29556,6483 001 00 0 0 052 0 0,H060-052-400
29557,6483 001 00 0 0 056 0 0,H060-056-400
29558,6483 002 00 0 0 010 0 0,H061-000-010
29559,6483 002 00 0 0 012 0 0,H061-001-012
29560,6483 002 00 0 0 015 0 0,H061-002-015
29561,6483 002 00 0 0 017 0 0,H061-003-017
29562,6483 002 00 0 0 020 0 0,H061-004-020
29563,6483 002 00 0 0 025 0 0,H061-005-025
29564,6483 002 00 0 0 030 0 0,H061-006-030
29565,6483 002 00 0 0 035 0 0,H061-007-035
29566,6483 002 00 0 0 040 0 0,H061-008-040
29567,6483 002 00 0 0 045 0 0,H061-009-045
29568,6483 002 00 0 0 050 0 0,H061-010-050
29569,6483 002 00 0 0 055 0 0,H061-011-055
29570,6483 002 00 0 0 060 0 0,H061-012-060
29571,6483 002 00 0 0 065 0 0,H061-013-065
29572,6483 002 00 0 0 070 0 0,H061-014-070
29573,6483 002 00 0 0 075 0 0,H061-015-075
29574,6483 002 00 0 0 080 0 0,H061-016-080
29575,6483 002 00 0 0 085 0 0,H061-017-085
29576,6483 002 00 0 0 090 0 0,H061-018-090
29577,6483 002 00 0 0 095 0 0,H061-019-095
29578,6483 002 00 0 0 100 0 0,H061-020-100
29579,6483 002 00 0 0 105 0 0,H061-021-105
29580,6483 002 00 0 0 110 0 0,H061-022-110
29581,6483 002 00 0 0 115 0 0,H061-023-115
29582,6483 002 00 0 0 120 0 0,H061-024-120
29583,6483 002 00 0 0 125 0 0,H061-025-125
29584,6483 002 00 0 0 130 0 0,H061-026-130
29585,6483 002 00 0 0 135 0 0,H061-027-135
29586,6483 002 00 0 0 140 0 0,H061-028-140
29587,6483 002 00 0 0 145 0 0,H061-029-145
29588,6483 002 00 0 0 150 0 0,H061-030-150
29589,6483 002 00 0 0 155 0 0,H061-031-155
29590,6483 002 00 0 0 160 0 0,H061-032-160
29591,6483 002 00 0 0 165 0 0,H061-033-165
29592,6483 002 00 0 0 170 0 0,H061-034-170
29593,6483 002 00 0 0 180 0 0,H061-036-180
29594,6483 002 00 0 0 190 0 0,H061-038-190
29595,6483 002 00 0 0 200 0 0,H061-040-200
29596,6483 002 00 0 0 220 0 0,H061-044-220
29597,6483 002 00 0 0 240 0 0,H061-048-240
29598,6483 002 00 0 0 260 0 0,H061-052-260
29599,6483 002 00 0 0 280 0 0,H061-056-280
29600,6020 002 01 0 0 004 0 0,H062-000-004
29601,6020 002 01 0 0 008 0 0,H062-000-008
29602,6020 002 03 0 0 040 1 0,H062-001-004
29603,6020 002 05 0 0 040 1 0,H062-001-008
29604,6020 003 40 0 0 040 0 0,H062-002-001
29605,6020 004 40 0 0 040 1 0,H062-002-002
29606,6020 004 80 0 0 040 1 0,H062-002-003
29607,6020 005 40 0 0 040 1 0,H062-002-004
29608,6020 006 40 0 0 040 1 0,H062-002-005
29609,6020 009 00 0 0 001 0 0,H062-002-006
29610,9000 012 00 0 0 001 9 0,H062-002-007
29611,6517 001 08 0 0 007 0 0,H063-008-007
29612,6517 001 10 0 0 008 0 0,H063-010-008
29613,6517 001 14 0 0 009 0 0,H063-014-009
29614,6517 001 18 0 0 009 0 0,H063-018-009
29615,6517 001 20 0 0 012 0 0,H063-020-012
29616,6517 001 20 0 0 020 0 0,H063-020-020
29617,6792 000 00 0 0 006 0 0,I000-600-100
29618,6792 000 00 0 0 008 0 0,I000-801-250
29619,6792 000 00 0 0 010 0 0,I000-101-500
29620,6792 000 00 0 0 012 0 0,I000-121-750
29621,6792 000 01 0 0 001 0 0,I000-120-000
29622,6792 001 00 0 0 002 0 0,I001-002-000
29623,6792 001 00 0 0 003 0 0,I001-003-000
29624,6792 001 00 0 0 004 0 0,I001-004-000
29625,6792 001 00 0 0 005 0 0,I001-005-000
29626,6792 001 00 0 0 006 0 0,I001-006-000
29627,6792 001 00 0 0 007 0 0,I001-007-000
29628,6792 001 00 0 0 008 0 0,I001-008-000
29629,6792 001 00 0 0 009 0 0,I001-009-000
29630,6792 001 00 0 0 010 0 0,I001-010-000
29631,6792 001 00 0 0 011 0 0,I001-011-000
29632,6792 001 00 0 0 012 0 0,I001-012-000
29633,6792 001 00 0 0 013 0 0,I001-013-000
29634,6792 001 00 0 0 014 0 0,I001-014-000
29635,6792 001 00 0 0 022 0 0,I001-002-200
29636,6792 001 00 0 0 025 0 0,I001-002-500
29637,6792 001 00 0 0 032 0 0,I001-003-200
29638,6792 001 00 0 0 033 0 0,I001-003-300
29639,6792 001 00 0 0 035 0 0,I001-003-500
29640,6792 001 00 0 0 042 0 0,I001-004-200
29641,6792 001 00 0 0 045 0 0,I001-004-500
29642,6792 001 00 0 0 047 0 0,I001-004-700
29643,6792 001 00 0 0 051 0 0,I001-005-100
29644,6792 001 00 0 0 052 0 0,I001-005-200
29645,6792 001 00 0 0 055 0 0,I001-005-500
29646,6792 001 00 0 0 056 0 0,I001-005-600
29647,6792 001 00 0 0 057 0 0,I001-005-700
29648,6792 001 00 0 0 059 0 0,I001-005-900
29649,6792 001 00 0 0 065 0 0,I001-006-500
29650,6792 001 00 0 0 068 0 0,I001-006-800
29651,6792 001 00 0 0 075 0 0,I001-007-500
29652,6792 001 00 0 0 077 0 0,I001-007-700
29653,6792 001 00 0 0 085 0 0,I001-008-500
29654,6792 001 00 0 0 095 0 0,I001-009-500
29655,6792 001 00 0 0 097 0 0,I001-009-700
29656,6792 001 00 0 0 098 0 0,I001-009-800
29657,6792 001 00 0 0 102 0 0,I001-010-200
29658,6792 001 00 0 0 103 0 0,I001-010-300
29659,6792 001 00 0 0 105 0 0,I001-010-500
29660,6792 001 00 0 0 115 0 0,I001-011-500
29661,6792 001 00 0 0 117 0 0,I001-011-700
29662,6792 001 00 0 0 125 0 0,I001-012-500
29663,6792 001 00 0 0 137 0 0,I001-013-700
29664,6792 002 00 0 0 005 0 0,I002-005-000
29665,6792 002 00 0 0 009 0 0,I002-009-000
29666,6792 002 00 0 0 013 0 0,I002-013-000
29667,6792 002 00 0 0 014 0 0,I002-014-000
29668,6792 002 00 0 0 015 0 0,I002-015-000
29669,6792 002 00 0 0 016 0 0,I002-016-000
29670,6792 002 00 0 0 017 0 0,I002-017-000
29671,6792 002 00 0 0 018 0 0,I002-018-000
29672,6792 002 00 0 0 021 0 0,I002-021-000
29673,6792 002 00 0 0 115 0 0,I002-011-500
29674,6792 002 00 0 0 137 0 0,I002-013-750
29675,6792 002 00 0 0 145 0 0,I002-014-500
29676,6792 002 00 0 0 155 0 0,I002-015-500
29677,6792 002 00 0 0 157 0 0,I002-015-750
29678,6792 002 00 0 0 165 0 0,I002-016-500
29679,6792 002 00 0 0 175 0 0,I002-017-500
29680,6792 002 00 0 0 177 0 0,I002-017-750
29681,6792 002 00 0 0 185 0 0,I002-018-500
29682,6792 002 00 0 0 190 0 0,I002-019-000
29683,6792 002 00 0 0 195 0 0,I002-019-500
29684,6792 002 00 0 0 200 0 0,I002-020-000
29685,6792 002 00 0 0 215 0 0,I002-021-500
29686,6792 002 00 0 0 225 0 0,I002-022-500
29687,6792 002 00 0 0 235 0 0,I002-023-500
29688,6792 002 00 0 0 245 0 0,I002-024-500
29689,6792 002 00 0 0 255 0 0,I002-025-500
29690,6792 002 00 0 0 265 0 0,I002-026-500
29691,6792 002 00 0 0 275 0 0,I002-027-500
29692,6792 002 00 0 0 295 0 0,I002-029-500
29693,6792 002 00 0 0 320 0 0,I002-032-000
29694,6792 002 00 0 0 360 0 0,I002-036-000
29695,6792 002 00 0 0 365 0 0,I002-036-500
29696,6792 002 01 0 0 001 0 0,I003-100-200
29697,6792 002 01 0 0 002 0 0,I003-200-300
29698,6792 002 01 0 0 003 0 0,I003-300-400
29699,6792 003 00 0 0 002 0 0,I004-200-600
29700,6792 003 00 0 0 004 0 0,I004-500-400
29701,6792 003 00 0 0 005 0 0,I004-501-205
29702,6792 003 00 0 0 022 0 0,I004-002-200
29703,6792 003 00 0 0 032 0 0,I004-302-800
29704,6792 003 00 0 0 063 0 0,I004-603-160
29705,6792 003 00 0 0 105 0 0,I004-010-500
29706,6792 004 00 0 0 004 0 0,I005-004-007
29707,6792 004 00 0 0 005 0 0,I005-005-007
29708,6792 004 00 0 0 006 0 0,I005-006-007
29709,6792 004 00 0 0 007 0 0,I005-007-007
29710,6792 004 00 0 0 008 0 0,I005-008-007
29711,6792 004 00 0 0 010 0 0,I005-010-007
29712,6792 004 00 0 0 012 0 0,I005-012-007
29713,6792 004 00 0 0 014 0 0,I005-014-007
29714,6792 004 00 0 0 015 0 0,I005-015-007
29715,6792 004 00 0 0 016 0 0,I005-016-007
29716,6792 004 00 0 0 017 0 0,I005-017-007
29717,6792 004 00 0 0 018 0 0,I005-018-007
29718,6792 004 00 0 0 020 0 0,I005-020-007
29719,6792 004 00 0 0 022 0 0,I005-022-007
29720,6792 004 00 0 0 024 0 0,I005-024-007
29721,6792 004 00 0 0 025 0 0,I005-025-007
29722,6792 004 00 0 0 026 0 0,I005-026-007
29723,6792 004 00 0 0 028 0 0,I005-028-007
29724,6792 005 00 0 0 004 0 0,I006-004-007
29725,6792 005 00 0 0 005 0 0,I006-005-007
29726,6792 005 00 0 0 006 0 0,I006-006-007
29727,6792 005 00 0 0 008 0 0,I006-008-007
29728,6792 005 00 0 0 010 0 0,I006-010-007
29729,6792 005 00 0 0 012 0 0,I006-012-007
29730,6792 005 00 0 0 014 0 0,I006-014-007
29731,6792 005 00 0 0 015 0 0,I006-015-007
29732,6792 005 00 0 0 016 0 0,I006-016-007
29733,6792 005 00 0 0 017 0 0,I006-017-007
29734,6792 005 00 0 0 018 0 0,I006-018-007
29735,6792 005 00 0 0 020 0 0,I006-020-007
29736,6792 005 00 0 0 022 0 0,I006-022-007
29737,6792 005 00 0 0 024 0 0,I006-024-007
29738,6792 005 00 0 0 025 0 0,I006-025-007
29739,6792 005 00 0 0 026 0 0,I006-026-007
29740,6792 005 00 0 0 028 0 0,I006-028-007
29741,6792 005 01 0 0 006 0 0,I006-006-008
29742,6792 005 01 0 0 008 0 0,I006-008-008
29743,6792 005 01 0 0 010 0 0,I006-010-008
29744,6792 005 01 0 0 012 0 0,I006-012-008
29745,6792 006 08 0 0 100 0 0,I007-008-001
29746,6792 006 10 0 0 100 0 0,I007-010-002
29747,6792 006 12 0 0 150 0 0,I007-012-003
29748,6792 006 16 0 0 150 0 0,I007-016-004
29749,6792 006 20 0 0 150 0 0,I007-020-005
29750,6792 006 20 0 0 200 0 0,I007-020-006
29751,6792 006 20 0 0 250 0 0,I007-020-007
29752,6792 006 24 0 0 200 0 0,I007-024-008
29753,6792 006 28 0 0 200 0 0,I007-028-009
29754,6792 006 28 0 0 250 0 0,I007-028-010
29755,6792 008 01 0 0 001 0 0,I008-003-400
29756,6792 008 01 0 0 002 0 0,I008-001-200
29757,6792 008 02 0 0 002 0 0,I008-101-200
29758,6792 008 02 0 0 003 0 0,I008-000-001
29759,6792 008 03 0 0 001 0 0,I009-001-400
29760,6792 008 03 0 0 002 0 0,I009-001-200
29761,6792 008 04 0 0 001 0 0,I009-006-000
29762,6792 009 00 0 0 003 0 0,I010-003-000
29763,6792 009 00 0 0 004 0 0,I010-004-000
29764,6792 009 00 0 0 006 0 0,I010-006-000
29765,6792 009 00 0 0 007 0 0,I010-007-000
29766,6792 009 00 0 0 008 0 0,I010-008-000
29767,6792 009 00 0 0 010 0 0,I010-010-000
29768,6792 009 00 0 0 011 0 0,I010-011-000
29769,6792 009 00 0 0 012 0 0,I010-012-000
29770,6792 009 00 0 0 013 0 0,I010-013-000
29771,6792 009 00 0 0 015 0 0,I010-015-000
29772,6792 009 00 0 0 016 0 0,I010-016-000
29773,6792 009 00 0 0 018 0 0,I010-018-000
29774,6792 009 00 0 0 025 0 0,I010-025-000
29775,6792 009 00 0 0 028 0 0,I010-028-000
29776,6792 010 00 0 0 001 0 0,I011-003-001
