No,DCNo,ItemCode,Description,HSN,Quantity,Rate,Amount,UOM
5108,3073,K023-230-002,FEMALE STOP,0,60,1.0,60.0,NOS
5109,3073,K023-230-001,MALE STOP,,60,1.0,60.0,NOS
5110,3073,K023-240-002,DOCK ASM DMF FEMALE STOP,,17,1.0,17.0,NOS
5111,3073,K023-240-001,DOCK ASM DMF MALE STOP,,17,1.0,17.0,NOS
5112,3074,,INSERT (820 x 40),0,60,1.0,60.0,NOS
5113,3075,,CURTIS DRIVE (RGV),0,2,1.0,2.0,NOS
5114,3076,,PU DANAGE,0,20,1.0,20.0,NOS
5115,3077,,HAND DRILL MACHINE (BOSCH MAKE),0,1,1.0,1.0,NOS
5116,3077,,HAMMER,,1,1.0,1.0,NOS
5117,3077,,"DRILL 9,10MM",,2,1.0,2.0,NOS
5118,3077,,ALLAN KEY 6MM,,1,1.0,1.0,NOS
5119,3077,,SPANER (12-13),,2,1.0,2.0,NOS
5120,3077,,MEASERING TAPE 5 MTR,,1,1.0,1.0,NOS
5121,3077,,NAYLOCK NUT M8,,40,1.0,40.0,NOS
5122,3078,K029-140-050,SHIMMING BLOCK- 40X50X16MM-THK,0,91,1.0,91.0,NOS
5123,3078,,SPACER,,20,1.0,20.0,NOS
5124,3078,K029-140-065,L BRKTS- 40X65X16MM-THK,,57,1.0,57.0,NOS
5125,3078,K029-016-65,,,25,1.0,25.0,NOS
5126,3078,K029-016-050,,,48,1.0,48.0,NOS
5127,3078,K031-016-050,PIN RETAINER 3 HOLE 16MM,,110,1.0,110.0,NOS
5128,3079,,INSERT (820 x 42),0,92,1.0,92.0,NOS
5129,3080,,FERULE MACHINE,0,1,1.0,1.0,SET
5130,3080,,TOOL KIT,,1,1.0,1.0,NOS
5131,3080,,WIRE 1.5 CORE 4 MM L,,10,1.0,10.0,MTR
5132,3081,,SS PLATE  (patti),0,4,1.0,4.0,NOS
5133,3082,,PU DANAGE,0,0,0.0,0.0,NOS
5134,3083,,HAND DRILL MACHINE (BOSCH MAKE),0,1,1.0,1.0,NOS
5135,3083,,MS FLAT (32/16),0,150,1.0,150.0,NOS
5136,3083,,MS FLAT 325,,150,1.0,150.0,NOS
5137,3083,,MS FLAT 370,,150,1.0,150.0,NOS
5138,3083,,MS FLAT (100 X 6 MM ) ,,2,1.0,2.0,NOS
5139,3084,K029-170-075,L BRKTS- 70X75X16MM-THK,0,150,1.0,150.0,NOS
5140,3084,K029-110-010,L BRKT- 100X100X16MM-THK,,20,1.0,20.0,NOS
5141,3084,K029-170-070,L BRKT- 70X70X16MM THK,,100,1.0,100.0,NOS
5142,3084,K029-160-060,L BRKTS- 60X60X16MM-THK,,70,1.0,70.0,NOS
5143,3085,CM3000273A,WHEEL ASSEMBLY (DAI 60),0,59,1.0,59.0,NOS
5144,3085,CM3000273B,WHEEL ASSEMBLY (DAI 140),,80,1.0,80.0,NOS
5145,3086,,MS FLAT (100 X 6 MM ),0,10,1.0,10.0,NOS
5146,3086,,MS FLAT (32/16) 325 L,,90,1.0,90.0,NOS
5147,3086,,MS FLAT (32/16) 370 L,,90,1.0,90.0,NOS
5148,3086,,MS FLAT (50 X 5 MM ),,7,1.0,7.0,NOS
5149,3086,,MS FLAT (50 X 5 MM ),,5,1.0,5.0,NOS
5150,3087,,FORGED WHEEL 320 X 150 LG,0,4,1.0,4.0,NOS
5151,3087,,FORGING SHAFT 60 X 300 LG,,4,1.0,4.0,NOS
5152,3087,,FLANGE,,8,1.0,8.0,NOS
5153,3088,,FORGED WHEEL 320 X 150 LG,0,4,1.0,4.0,NOS
5154,3088,,FORGING SHAFT 60 X 300 LG,,4,1.0,4.0,NOS
5155,3088,,FLANGE,,4,1.0,4.0,NOS
5156,3089,,SPACER 140OD X 15 MM THK,0,10,1.0,10.0,NOS
5157,3090,,SPROKET,0,1,1.0,1.0,NOS
5163,3091,-,Drill machine,0,1,1.0,1.0,NOS
5164,3091,-,hammer,0,1,1.0,1.0,NOS
5165,3091,-,spanner 12-13,0,2,1.0,2.0,NOS
5166,3091,-,allen key M6,0,2,1.0,2.0,NOS
5167,3091,-,hardware set,0,1,1.0,1.0,SET
5179,3092,-,SANDER M/C,0,1,1.0,1.0,NOS
5180,3092,-,ALLEN KEY SET,0,1,1.0,1.0,SET
5181,3092,-,DRILL SET,0,1,1.0,1.0,SET
5182,3092,-,TAP SET,0,1,1.0,1.0,SET
5183,3092,-,EXTENSION BOARD,0,1,1.0,1.0,NOS
5184,3092,-,DRILL M/C,0,1,1.0,1.0,NOS
5185,3092,-,TAP WRIGTH HORIZONTAL,0,1,1.0,1.0,NOS
5186,3092,-,SPANNER SET,0,1,1.0,1.0,NOS
5187,3092,-,HAMMER,0,1,1.0,1.0,NOS
5193,3093,,TOOL KIT,,1,1.0,1.0,NOS
5194,3093,,FERULE MACHINE,,1,1.0,1.0,NOS
5195,3093,,FERULE TUBE,,2,1.0,2.0,NOS
5196,3093,,SOLDER GUN,,1,1.0,1.0,NOS
5197,3093,,Drill machine,,1,1.0,1.0,NOS
5198,3093,,PUSH BUTTUN,,5,1.0,5.0,NOS
5199,3093,,INDICATER LAMP,,1,1.0,1.0,NOS
5200,3093,,SENSER,,5,1.0,5.0,NOS
5201,3094,,5QP810425-REAR WHEEL HOUSE LH,0,1,1.0,1.0,NOS
5202,3094,,5QP810426-REAR WHEEL HOUSE LH,,1,1.0,1.0,NOS
5203,3094,,5QP810425-REAR WHEEL HOUSE RH,,1,1.0,1.0,NOS
5204,3094,,5QP810426-REAR WHEEL HOUSE RH,,1,1.0,1.0,NOS
5205,3095,K029-140-050,SHIMMING BLOCK- 40X50X16MM-THK,0,30,1.0,30.0,NOS
5206,3095,Q935-07-53,,,1,1.0,1.0,NOS
5207,3095,Q935-08-53,,,1,1.0,1.0,NOS
5208,3095,Q935-23-48,,,1,1.0,1.0,NOS
5209,3095,Q935-24-48,,,1,1.0,1.0,NOS
5210,3095,Q934-07-64,,,1,1.0,1.0,NOS
5211,3095,Q934-08-64,,,1,1.0,1.0,NOS
5212,3095,Q934-07-53,,0,1,1.0,1.0,NOS
5213,3095,Q934-08-53,,,1,1.0,1.0,NOS
5214,3095,Q932-03-59,,,1,1.0,1.0,NOS
5215,3095,Q932-04-59,,,1,1.0,1.0,NOS
5216,3095,Q935-03-66,,,1,1.0,1.0,NOS
5217,3095,Q935-04-66,,,1,1.0,1.0,NOS
5218,3095,Q934-07-65,,,1,1.0,1.0,NOS
5219,3095,Q934-08-65,,,1,1.0,1.0,NOS
5220,3095,Q934-07-54,,,1,1.0,1.0,NOS
5221,3095,Q934-08-54,,,1,1.0,1.0,NOS
5222,3095,Q936-07-48,,,1,1.0,1.0,NOS
5223,3095,Q936-08-48,,,1,1.0,1.0,NOS
5224,3095,Q935-07-58,,,1,1.0,1.0,NOS
5225,3095,Q935-08-58,,,1,1.0,1.0,NOS
5226,3095,Q934-03-90,,,1,1.0,1.0,NOS
5227,3095,Q934-04-90,,,1,1.0,1.0,NOS
5228,3095,Q935-07-68,,,1,1.0,1.0,NOS
5229,3095,Q935-08-68,,,1,1.0,1.0,NOS
5230,3095,Q935-11-68,,,1,1.0,1.0,NOS
5231,3095,Q935-12-68,,,1,1.0,1.0,NOS
5232,3095,Q934-04-31,,,1,1.0,1.0,NOS
5233,3095,Q934-03-31,,,1,1.0,1.0,NOS
5234,3095,Q936-03-66,,,1,1.0,1.0,NOS
5235,3095,Q936-04-66,,,1,1.0,1.0,NOS
5236,3095,Q936-13-31,,,1,1.0,1.0,NOS
5237,3095,Q936-14-31,,,1,1.0,1.0,NOS
5238,3095,Q935-09-56,,,1,1.0,1.0,NOS
5239,3095,Q936-03-60,,,1,1.0,1.0,NOS
5240,3095,Q936-04-60,,,1,1.0,1.0,NOS
5241,3095,Q935-03-58,,,1,1.0,1.0,NOS
5242,3095,Q935-04-58,,,1,1.0,1.0,NOS
5243,3095,Q934-07-49,,,1,1.0,1.0,NOS
5244,3095,Q934-08-49,,,1,1.0,1.0,NOS
5245,3095,Q935-03-31,,,1,1.0,1.0,NOS
5246,3095,Q935-04-31,,,1,1.0,1.0,NOS
5247,3095,Q935-03-31,,,1,1.0,1.0,NOS
5248,3095,Q935-04-31,,,1,1.0,1.0,NOS
5249,3095,Q935-21-58,,,1,1.0,1.0,NOS
5250,3095,Q935-08-58,,,2,1.0,2.0,NOS
5251,3095,Q935-07-58,,,2,1.0,2.0,NOS
5252,3095,Q935-07-54,,,1,1.0,1.0,NOS
5253,3095,Q935-08-54,,,1,1.0,1.0,NOS
5254,3095,Q934-11-46,,,1,1.0,1.0,NOS
5255,3095,Q936-03-58,,,1,1.0,1.0,NOS
5256,3095,Q936-04-58,,,1,1.0,1.0,NOS
5257,3095,Q934-03-73,,,1,1.0,1.0,NOS
5258,3095,Q934-04-73,,,1,1.0,1.0,NOS
5259,3095,Q934-07-31,,,1,1.0,1.0,NOS
5260,3095,Q934-08-31,,,1,1.0,1.0,NOS
5261,3096,-,PU DUNNAGES FRONT DOOR(SK-SUV),0,6,1.0,6.0,NOS
5262,3097,-,PU DUNNAGES FRONT DOOR(SK-SUV),0,6,1.0,6.0,NOS
5263,3097,-,spanner 12-13,,2,1.0,2.0,NOS
5264,3097,-,allen key M6,,2,1.0,2.0,NOS
5265,3097,-,hardware set,,1,1.0,1.0,NOS
5266,3097,-,HAMMER,,1,1.0,1.0,NOS
5268,3098,,MS FLAT PATTI (50 X 5),,5,1.0,5.0,NOS
5274,3099,,PAINT MARKER (WHITE),,5,1.0,5.0,NOS
5275,3099,,PERMANENT MARKER (BLACK),,5,1.0,5.0,NOS
5276,3099,,LINE DORI,,2,1.0,2.0,NOS
5277,3099,,MEASERING TAPE 30 MTR,,1,1.0,1.0,NOS
5278,3099,,MEASERING TAPE 5 MTR,,1,1.0,1.0,NOS
5281,3100,,PIN 50 L X 20 DAI,0,70,1.0,70.0,NOS
5282,3100,,PIN 30 L X 20 DAI,,132,1.0,132.0,NOS
5283,3101,00934-07-41,PLATE TYP SHIMMING BLOCK,0,2,1.0,2.0,NOS
5284,3101,00934-11-42,CLAMP MYLER,,1,1.0,1.0,NOS
5285,3101,00934-07-36,REST MYLER,,2,1.0,2.0,NOS
5286,3101,00934-11-36,REST MYLER,,1,1.0,1.0,NOS
5287,3101,00934-07-37,REST MYLER,,2,1.0,2.0,NOS
5288,3101,00934-11-37,REST MYLER,,1,1.0,1.0,NOS
5289,3101,00934-19-43,CLAMP MYLER,,1,1.0,1.0,NOS
5290,3102,00934-04-48,,0,1,1.0,1.0,NOS
5291,3102,00934-03-48,,,1,1.0,1.0,NOS
5292,3102,00934-04-72,,,1,1.0,1.0,NOS
5293,3102,00934-03-72,,,1,1.0,1.0,NOS
5294,3102,00935-08-54 R1,,,1,1.0,1.0,NOS
5295,3102,00935-07-54 R2,,,1,1.0,1.0,NOS
5296,3102,0039-08-50,,,1,1.0,1.0,NOS
5297,3102,0039-07-50,,,1,1.0,1.0,NOS
5298,3102,00934-08-08,,,1,1.0,1.0,NOS
5299,3102,00934-07-08,,,1,1.0,1.0,NOS
5300,3102,00936-09-56,,,1,1.0,1.0,NOS
5301,3102,00934-04-71,,,1,1.0,1.0,NOS
5302,3102,00934-03-71,,,1,1.0,1.0,NOS
5303,3102,00936-05-03,,,1,1.0,1.0,NOS
5304,3102,00936-06-03,,,1,1.0,1.0,NOS
5305,3102,00935-11-03,,,1,1.0,1.0,NOS
5306,3102,00935-12-03,,,1,1.0,1.0,NOS
5307,3102,00935-12-03,,,1,1.0,1.0,NOS
5308,3102,00934-11-03,,,1,1.0,1.0,NOS
5309,3102,00935-07-03,,,1,1.0,1.0,NOS
5310,3102,00935-08-03,,,1,1.0,1.0,NOS
5311,3102,00935-09-03,,,1,1.0,1.0,NOS
5312,3102,00936-11-03,,,2,1.0,2.0,NOS
5313,3102,00934-03-03,,,2,1.0,2.0,NOS
5314,3103,,PAINT MARKER (WHITE),0,5,1.0,5.0,NOS
5315,3104,,PEDSTAL,0,2,1.0,2.0,NOS
5316,3104,,CHEMICAL TUBE,,17,1.0,17.0,NOS
5317,3104,,CHEMICAL ACHORING FASTER  20 X 250,,48,1.0,48.0,NOS
5318,3104,,PLAIN WAHER M20 STD,,80,1.0,80.0,NOS
5319,3104,,SPRING WASHER M20 STD,,80,1.0,80.0,NOS
5320,3104,,ALLEN BOLT M20,,32,1.0,32.0,NOS
5321,3104,,INSULATION DOWEL ,,8,1.0,8.0,NOS
5324,3105,,CHEMICAL ACHORING FASTER 20 X 260,,48,1.0,48.0,NOS
5325,3105,,PEDSTAL,,4,1.0,4.0,NOS
5326,3105,,CHEMICAL TUBE,,17,1.0,17.0,NOS
5327,3105,,GROUTING MACHINE BOSH MAKE,,1,1.0,1.0,SET
5328,3105,,CHEMICAL TUBE GUN,,1,1.0,1.0,NOS
5329,3106,,ALLAN BOLT M 20 X 80,0,40,1.0,40.0,NOS
5330,3106,,ALLAN KEY 17 MM,,1,1.0,1.0,NOS
5331,3106,,PLAIN WAHER M20 STD,,100,1.0,100.0,NOS
5332,3106,,BRACKELIGHT PLATE,,4,1.0,4.0,NOS
5333,3106,,BRACKELIGHT BUSH,,4,1.0,4.0,NOS
5334,3106,,EXTENSHION BORD ,,1,1.0,1.0,NOS
5335,3106,,"4"" GRINDING MACHINE DEWALT MAKE ",,1,1.0,1.0,NOS
5336,3106,,"4"" CUTTING WHEEL",,6,1.0,6.0,NOS
5337,3107,0936-15-42,,0,2,1.0,2.0,NOS
5338,3107,00936-12-35,,,2,1.0,2.0,NOS
5339,3107,00936-07-36,,,2,1.0,2.0,NOS
5340,3107,00935-19-36,,,2,1.0,2.0,NOS
5341,3107,00935-12-42,,,2,1.0,2.0,NOS
5342,3107,00936-11-41,,,2,1.0,2.0,NOS
5343,3108,00936-03-59,,0,2,1.0,2.0,NOS
5344,3108,00935-03-60,,,2,1.0,2.0,NOS
5345,3108,00936-08-03,,,2,1.0,2.0,NOS
5346,3108,00936-10-03,,,2,1.0,2.0,NOS
5347,3108,00934-19-03,,,1,1.0,1.0,NOS
5348,3108,,L BKT,,196,1.0,196.0,NOS
5349,3109,,INPUT BASE ,0,9,1.0,9.0,NOS
5350,3109,,INPUT EXP,,8,1.0,8.0,NOS
5351,3109,,OUT PUT EXP,,12,1.0,12.0,NOS
5352,3110,,HAMMER,0,1,1.0,1.0,NOS
5353,3110,,"4"" POLISH WHEEL",,2,1.0,2.0,NOS
5354,3110,,"GRINDING WHEEL 4""",,2,1.0,2.0,NOS
5356,3111,00932-03-11,ROUND PIN 20MNCR5 (HRC 40-45),,1,1.0,1.0,NOS
5357,3111,00932-05-11,ROUND PIN 20MNCR5 (HRC 40-45),,1,1.0,1.0,NOS
5358,3111,00932-05-11,ROUND PIN 20MNCR5 (HRC 40-45),,1,1.0,1.0,NOS
5359,3111,00932-05-12,ROUND PIN 20MNCR5 (HRC 40-45),,1,1.0,1.0,NOS
5360,3111,00936-13-11,ROUND PIN 20MNCR5 (HRC 50-55),,2,1.0,2.0,NOS
5361,3111,00936-03-11,ROUND PIN 20MNCR5 (HRC 50-55),,2,1.0,2.0,NOS
5362,3111,00935-07-12, PIN 20MNCR5 (HRC 50-55),,2,1.0,2.0,NOS
5363,3111,K099-001-003,PIVOT PIN,,59,1.0,59.0,NOS
5364,3111,00935-03-11,ROUND PIN 20MNCR5 (HRC 50-55),,2,1.0,2.0,NOS
5365,3111,00934-07-11,ROUND PIN 20MNCR5 (HRC 40-45),,2,1.0,2.0,NOS
5366,3112,00936-09-48,,0,1,1.0,1.0,NOS
5367,3112,00935-09-41,,,2,1.0,2.0,NOS
5368,3112,00935-20-37,,,2,1.0,2.0,NOS
5369,3112,00932-11-42,,,2,1.0,2.0,NOS
5370,3112,00936-13-58,,,2,1.0,2.0,NOS
5371,3112,00934-19-58,,,1,1.0,1.0,NOS
5372,3112,00934-11-64,,,1,1.0,1.0,NOS
5373,3112,00932-03-43,,,2,1.0,2.0,NOS
5374,3112,00932-09-37,,,1,1.0,1.0,NOS
5375,3113,00935-09-36,,0,2,1.0,2.0,NOS
5376,3113,00934-10-41,,,2,1.0,2.0,NOS
5377,3113,00935-11-41,,,2,1.0,2.0,NOS
5378,3113,00932-11-36,,,1,1.0,1.0,NOS
5379,3113,00934-09-37,,,2,1.0,2.0,NOS
5380,3113,00935-09-37,,,2,1.0,2.0,NOS
5381,3114,,MS FLAT (25 X 5 MM ),0,3,1.0,3.0,NOS
5382,3115,00935-07-88,,0,2,1.0,2.0,NOS
5383,3115,00932-13-13,,,1,1.0,1.0,NOS
5384,3115,00932-05-54,,,2,1.0,2.0,NOS
5385,3115,00932-03-54,,,1,1.0,1.0,NOS
5386,3115,00932-05-41,,,1,1.0,1.0,NOS
5387,3115,00932-05-32,,,1,1.0,1.0,NOS
5388,3115,00932-05-36,,,1,1.0,1.0,NOS
5389,3115,00934-09-58,,,2,1.0,2.0,NOS
5390,3115,00934-07-88,,,2,1.0,2.0,NOS
5391,3115,00932-03-03,,,1,1.0,1.0,NOS
5392,3115,00935-07-88,,0,2,1.0,2.0,NOS
5393,3116,00936-12-41,,0,51,1.0,51.0,NOS
5394,3116,,BKT,0,51,1.0,51.0,NOS
5395,3117,00932-03-12,ROUND PIN ,0,1,1.0,1.0,NOS
5396,3117,00932-05-12,ROUND PIN,,1,1.0,1.0,NOS
5397,3118,,SS PLATE ,0,3,1.0,3.0,NOS
5398,3119,,VERTICAL PILLER,0,8,1.0,8.0,NOS
5399,3120,,BRACKELIGHT BUSH,0,32,1.0,32.0,NOS
5400,3120,,JACK SAW MACHINE ,,1,1.0,1.0,SET
5401,3121,00933-05-03,DOLLY PLATE,0,1,1.0,1.0,NOS
5402,3121,00933-07-03,DOLLY PLATE,,1,1.0,1.0,NOS
5403,3121,00932-07-03,DOLLY PLATE,,1,1.0,1.0,NOS
5404,3121,,SIM PLATE 3 MM (3 HOLE),,1200,1.0,1200.0,NOS
5405,3122,K099-001-003,PIVOT PIN,0,140,1.0,140.0,NOS
5406,3123,00932-05-38,,0,1,1.0,1.0,NOS
5407,3123,00932-09-42,,,1,1.0,1.0,NOS
5408,3123,00932-09-36,,,1,1.0,1.0,NOS
5409,3123,00932-05-37,,,1,1.0,1.0,NOS
5410,3123,00932-05-58,,,1,1.0,1.0,NOS
5411,3123,00932-05-42,,,1,1.0,1.0,NOS
5412,3123,00932-03-42,,,1,1.0,1.0,NOS
5413,3123,00932-13-80,,,1,1.0,1.0,NOS
5414,3124,00936-03-38,,0,2,1.0,2.0,NOS
5415,3124,00936-09-36,,,1,1.0,1.0,NOS
5416,3124,00934-19-36,,,1,1.0,1.0,NOS
5417,3124,00932-03-36,,,1,1.0,1.0,NOS
5418,3124,00936-09-41,,,1,1.0,1.0,NOS
5419,3124,00936-09-37,,,2,1.0,2.0,NOS
5420,3125,,MS SHEET 2MM,0,10,1.0,10.0,NOS
5421,3125,,MS SHEET 3MM,,1,1.0,1.0,NOS
5422,3126,,SS SHEET,0,6,1.0,6.0,NOS
5423,3127,00933-03-38,,0,1,1.0,1.0,NOS
5424,3127,00932-13-32,,,1,1.0,1.0,NOS
5425,3127,00934-19-41,,,1,1.0,1.0,NOS
5426,3127,00934-11-42,,,1,1.0,1.0,NOS
5427,3127,00936-05-41,,,2,1.0,2.0,NOS
5428,3127,00935-05-42,,,2,1.0,2.0,NOS
5429,3127,00936-05-42,,,2,1.0,2.0,NOS
5430,3127,00935-05-41,,,2,1.0,2.0,NOS
5431,3127,00932-07-36,,,1,1.0,1.0,NOS
5433,3128,00905-11-05      ,Bottom dunnage insert (42MM* 1000MM)             ,0,30,1.0,30.0,NOS
5434,3128,2)	00905-11-07      ,Top dunnage insert (52mm*1000mm)              ,,15,1.0,15.0,NOS
5435,3128,00905-11-08      ,Top dunnage insert (52mm*960mm)               ,,15,1.0,15.0,NOS
5436,3129,00932-07-49,,0,1,1.0,1.0,NOS
5437,3129,00933-03-48,,,1,1.0,1.0,NOS
5438,3129,00932-13-48,,,1,1.0,1.0,NOS
5439,3129,00932-07-37,,,1,1.0,1.0,NOS
5440,3129,00933-09-42,,,1,1.0,1.0,NOS
5441,3129,00932-13-49,,,1,1.0,1.0,NOS
5442,3130,,PLASMA MACHINE WITH ARTHING CABLE & TOURCH,0,1,1.0,1.0,SET
5443,3131,,MS PLATE 03 MM ,0,2,1.0,2.0,NOS
5444,3131,,MS PLATE 02 MM,,3,1.0,3.0,NOS
5445,3132,,MS PLATE 5 MM THIK,0,1,1.0,1.0,NOS
5446,3132,,MS PLATE 1.6 MM THIK,,2,1.0,2.0,NOS
5447,3133,00935-09-36,REST MYLER,0,1,1.0,1.0,NOS
5448,3134,,VERTICAL PILLER,0,3,1.0,3.0,NOS
5449,3135,00932-01-41,,0,1,1.0,1.0,NOS
5450,3135,00933-11-41,,,1,1.0,1.0,NOS
5451,3135,00933-09-41,,,19,1.0,19.0,NOS
5452,3135,,4 HOLE SIM,,300,1.0,300.0,NOS
5453,3136,0101DAF01370N,PANEL ASSY HEADER FRT-OP20,0,1,1.0,1.0,NOS
5454,3136,0101DAF01370N,PANEL ASSY HEADER FRT-OP30,,1,1.0,1.0,NOS
5455,3137,,MS FLAT PATTI ,0,310,1.0,310.0,NOS
5456,3138,00960-23-41,CLAMP MYLER,0,2,1.0,2.0,NOS
5457,3138,00960-23-42,CLAMP MYLER,,2,1.0,2.0,NOS
5458,3138,00960-09-42,CLAMP MYLER,,2,1.0,2.0,NOS
5459,3138,00960-09-41,CLAMP MYLER,,2,1.0,2.0,NOS
5460,3138,00960-13-36,REST MYLER,,2,1.0,2.0,NOS
5461,3138,00960-11-36,,,2,1.0,2.0,NOS
5462,3138,00960-17-37,REST MYLER,,2,1.0,2.0,NOS
5463,3138,00960-21-41,CLAMP MYLER,,2,1.0,2.0,NOS
5464,3138,00960-21-42,CLAMP MYLER,,2,1.0,2.0,NOS
5465,3138,00960-09-58,Z BRACKET,,2,1.0,2.0,NOS
5466,3138,00960-11-37,REST MYLER,,2,1.0,2.0,NOS
5467,3138,00960-15-42,CLAMP MYLER,,2,1.0,2.0,NOS
5468,3138,00960-07-36,REST MYLER,,4,1.0,4.0,NOS
5469,3138,00960-17-36,REST MYLER,,2,1.0,2.0,NOS
5470,3138,00960-19-37,REST MYLER,,2,1.0,2.0,NOS
5471,3138,00960-19-36,REST MYLER,,2,1.0,2.0,NOS
5472,3138,00960-15-41,CLAMP MYLER,,2,1.0,2.0,NOS
5473,3138,00960-05-36,REST MYLER,,4,1.0,4.0,NOS
5474,3138,00960-13-37,REST MYLER,,2,1.0,2.0,NOS
5475,3139,0101EAF03220N,PANEL WHEEL ASSY OUTER FRT LH- OP20 ,0,1,1.0,1.0,NOS
5476,3139,0101EAF03220N,PANEL WHEEL ASSY OUTER FRT LH- OP30 ,,1,1.0,1.0,NOS
5477,3139,0101DAF01370N,PANEL ASSY HEADER FRT-OP10,,1,1.0,1.0,NOS
5478,3140,,DSS POWER LAMP,0,5,1.0,5.0,NOS
5479,3140,,TEKNIC  4 HOLE PEDANT BOX,,5,1.0,5.0,NOS
5480,3140,,TEKNIC 2 HOLE PEDANT BOX,,8,1.0,8.0,NOS
5481,3140,,MCB 2 POL 6A,,6,1.0,6.0,NOS
5482,3140,,MCB 2 POL 4A,,2,1.0,2.0,NOS
5483,3140,,DIVOICE NET CABLE 0.5 MM,,92,1.0,92.0,MTR
5484,3140,,POLICAB CABLE,,100,1.0,100.0,MTR
5485,3140,,POLICAB CABLE 0.5 MM BLUE,,100,1.0,100.0,MTR
5486,3140,,POLICAB CABLE 0.5 MM BROUN,,100,1.0,100.0,MTR
5487,3140,,POLICAB CABLE 0.5 MM WHITE,,100,1.0,100.0,MTR
5488,3140,,POLICAB CABLE 0.5 MM GRAY,,100,1.0,100.0,MTR
5489,3140,,DSS MIMIK INDICATOR,,100,1.0,100.0,NOS
5490,3140,,EMERGENCY SWITCH,,10,1.0,10.0,NOS
5491,3140,,TEKNIC PUSH BUTTON,,25,1.0,25.0,NOS
5492,3140,,TEKNIC CYLECOR SWITCH,,15,1.0,15.0,NOS
5493,3140,,0.5 SQ CABLE 3 CORE,,100,1.0,100.0,MTR
5494,3140,,0.5 SQ CABLE 4 CORE,,100,1.0,100.0,MTR
5495,3140,,TEKNIC ILPB SWICH,,20,1.0,20.0,NOS
5496,3140,,16 PIN INDO CONECTORE,,2,1.0,2.0,NOS
5497,3140,,PLAYER,,2,1.0,2.0,NOS
5498,3140,,TESTER,,2,1.0,2.0,NOS
5499,3140,,SCRU DRIVER,,2,1.0,2.0,NOS
5500,3140,,ALLEN KEY SET,,1,1.0,1.0,SET
5501,3140,,CRIMPER,,2,1.0,2.0,SET
5502,3140,,ALLEN KEY SET,,1,1.0,1.0,SET
5503,3140,,HOLE SAW CUTTER,,2,1.0,2.0,NOS
5504,3140,,CUTTER,,4,1.0,4.0,NOS
5505,3140,,7 CORE 0.5 MM SQ CABLE ,,200,1.0,200.0,MTR
5506,3140,,CONDUTE PIPE 16,,50,1.0,50.0,MTR
5507,3140,,POLYCAB CABLE 19 CORE,,200,1.0,200.0,MTR
5508,3140,,RIO PANEL,,5,1.0,5.0,MTR
5509,3140,,MIMIK PANEL,,1,1.0,1.0,NOS
5510,3140,,HMI PANEL,,4,1.0,4.0,NOS
5511,3140,,CABLE TRAY 100 X 50,,16,1.0,16.0,NOS
5512,3140,,CABLE TRAY 300 X 100,,12,1.0,12.0,NOS
5513,3140,,CABLE TRAY 50 X 50,,10,1.0,10.0,NOS
5514,3140,,HARDWARE SET,,1,1.0,1.0,NOS
5515,3140,,PG 16 GLAND,,100,1.0,100.0,NOS
5516,3140,,MIMIC STAND,,5,1.0,5.0,NOS
5517,3140,,TOOL BOX ,,2,1.0,2.0,NOS
5518,3140,,MCB 1 POLE 6A,,4,1.0,4.0,NOS
5519,3141,00960-19-11,ROUND PIN,0,2,1.0,2.0,NOS
5520,3141,00961-19-11,ROUND PIN,,2,1.0,2.0,NOS
5521,3141,00961-19-12,ROUND PIN,,2,1.0,2.0,NOS
5522,3141,00960-19-12,ROUND PIN,,2,1.0,2.0,NOS
5523,3141,00960-05-11,ROUND PIN,,4,1.0,4.0,NOS
5524,3141,00960-03-11,ROUND PIN,,4,1.0,4.0,NOS
5525,3141,00962-07-11,ROUND PIN,,2,1.0,2.0,NOS
5526,3141,00960-05-41,CLAMP MYLER,,4,1.0,4.0,NOS
5527,3142,00960-05-03,,0,4,1.0,4.0,NOS
5528,3142,1010-05-12,,,2,1.0,2.0,NOS
5529,3142,1010-05-07,,,4,1.0,4.0,NOS
5530,3142,1010-05-03,,,1,1.0,1.0,NOS
5531,3142,1010-06-06,,,1,1.0,1.0,NOS
5532,3142,1010-01-15,,,1,1.0,1.0,NOS
5533,3142,1010-05-04,,,1,1.0,1.0,NOS
5534,3142,1010-02-10,,,2,1.0,2.0,NOS
5535,3142,1010-02-09,,,2,1.0,2.0,NOS
5536,3142,1010-05-08,,,4,1.0,4.0,NOS
5537,3142,1010-05-09,,,4,1.0,4.0,NOS
5538,3142,00960-11-48,,,8,1.0,8.0,NOS
5539,3142,00960-05-48,,,4,1.0,4.0,NOS
5540,3142,00962-03-03,,,2,1.0,2.0,NOS
5541,3142,00960-03-48,,,4,1.0,4.0,NOS
5542,3142,1010-01-16,,,2,1.0,2.0,NOS
5543,3142,927,,,2,1.0,2.0,NOS
5544,3143,,HMI PANEL,0,4,1.0,4.0,NOS
5545,3143,,MIMIK PANEL,,4,1.0,4.0,NOS
5546,3144,,ANCHOR FASTNER 10 X 150,0,100,1.0,100.0,NOS
5547,3144,,ANCHOR FASTNER 20 X 150,,25,1.0,25.0,NOS
5548,3144,,HEX NUT M20,,20,1.0,20.0,NOS
5549,3144,,HEX NUT M16,,20,1.0,20.0,NOS
